item word word_untagged logFreq orthN length consistency AoA phonemeN
3033 marls marl 0.05 6 5 1 14 5
3034 marred mar 0.118322 1 6 1 13 4
3035 mars mar 0.063246 17 4 0.916667 5 4
3036 marsh marsh 0.32249 2 5 1 6 4
3037 mart mart 0.063246 14 4 0.857143 14 4
3038 marts mart 0.05 10 5 0.8 14 5
3039 mas ma 0.07746 15 3 0.428571 14 3
3040 mash mash 0.173205 15 4 0.84 12 3
3041 mashed mash 0.2 3 6 0.769231 14 4
3042 mask mask 0.337639 9 4 1 5 4
3043 masks mask 0.256905 6 5 1 7 5
3044 masque masque 0.07746 2 6 1 14 4
3045 mass mass 0.861394 16 4 1 4 3
3046 mast mast 0.286356 17 4 1 8 4
3047 masts mast 0.303315 6 5 1 11 5
3048 mat mat 0.306594 23 3 0.888889 6 3
3049 match match 0.840238 8 5 0.833333 4 4
3050 matched match 0.414729 2 7 0.75 7 5
3051 mate mate 0.473286 21 4 1 5 3
3052 mates mate 0.2 13 5 1 10 4
3053 math math 0.189737 10 4 0.857143 5 3
3054 maths math 0.05 7 5 0.5 14 4
3055 mats mat 0.264575 15 4 1 10 4
3056 maul maul 0.063246 5 4 1 14 3
3057 mauve mauve 0.05 0 5 1 14 3
3058 maw maw 0.05 22 3 1 14 2
3059 maws maw 0.05 12 4 1 14 3
3060 max max 0.063246 15 3 1 7 4
3061 may may 1 22 3 0.933333 2 2
3062 maze maze 0.184391 13 4 1 11 3
3063 me me 1 7 2 0.833333 1 2
3064 mead mead 0.05 11 4 0.428571 10 3
3065 meads mead 0.05 10 5 0.5 14 4
3066 meal meal 0.756307 12 4 1 4 3
3067 meals meal 0.542218 11 5 1 5 4
3068 mean mean 1 9 4 1 2 3
3069 means means 1 10 5 1 2 4
3070 meant mean 1 1 5 1 3 4
3071 meat meat 1 14 4 0.842105 3 3
3072 meats meat 0.32249 11 5 0.875 9 4
3073 meed meed 0.05 13 4 1 14 3
3074 meeds meed 0.05 10 5 1 14 4
3075 meek meek 0.1 7 4 1 14 3
3076 meet meet 1 6 4 1 2 3
3077 meld meld 0.05 10 4 1 14 4
3078 melds meld 0.05 6 5 1 14 5
3079 melt melt 0.447214 10 4 1 5 4
3080 melts melt 0.371484 7 5 1 7 5
3081 men man 1 14 3 1 2 3
3082 mend mend 0.240832 11 4 1 12 4
3083 mends mend 0.07746 9 5 1 14 5
3084 mere mere 0.397492 5 4 0.428571 6 3
3085 merge merge 0.134164 3 5 1 11 4
3086 merged merge 0.134164 0 6 1 11 5
3087 mesh mesh 0.173205 3 4 1 10 3
3088 mess mess 0.275681 8 4 1 5 3
3089 mew mew 0.204939 11 3 0.230769 14 2
3090 mewed mew 0.07746 3 5 0.6 14 3
3091 mews mew 0.07746 9 4 0.285714 14 3
3092 mice mouse 0.63561 12 4 1 4 3
3093 mick mick 0.05 16 4 1 14 3
3094 mid mid 0.063246 13 3 1 9 3
3095 midge midge 0.05 1 5 1 14 3
3096 midst midst 0.36606 0 5 1 5 5
3097 midsts midst 0.05 0 6 1 14 6
3098 mien mien 0.089443 1 4 1 14 3
3099 miens mien 0.05 1 5 1 14 4
3100 mike mike 0.189737 14 4 1 2 3
3101 mikes mike 0.07746 8 5 1 14 4
3102 mil mil 0.05 6 3 1 14 3
3103 mild mild 0.479583 10 4 0.75 5 4
3104 mile mile 0.829458 21 4 1 4 3
3105 miles mile 1 13 5 1 2 4
3106 milk milk 1 9 4 1 2 4
3107 milks milk 0.089443 5 5 1 14 5
3108 mill mill 0.545894 18 4 1 5 3
3109 mills mill 0.591608 14 5 1 6 4
3110 mils mil 0.05 9 4 1 14 4
3111 milt milt 0.063246 18 4 1 14 4
3112 mime mime 0.05 10 4 1 14 3
3113 min min 0.194936 13 3 1 14 3
3114 mince mince 0.126491 2 5 1 14 4
3115 minced mince 0.089443 1 6 1 14 5
3116 mind mind 1 12 4 0.888889 2 4
3117 minds mind 0.469042 9 5 0.857143 5 5
3118 mine mine 0.869483 19 4 1 2 3
3119 mines mine 0.583095 13 5 1 5 4
3120 mink mink 0.173205 14 4 1 12 4
3121 minks mink 0.118322 12 5 1 14 5
3122 mint mint 0.214476 12 4 0.923077 14 4
3123 mints mint 0.07746 10 5 0.9 14 5
3124 minx minx 0.05 5 4 1 14 5
3125 mire mire 0.1 15 4 1 14 3
3126 mirth mirth 0.141421 3 5 1 14 4
3127 mirths mirth 0.05 3 6 1 14 5
3128 miss miss 0.618061 9 4 1 14 3
3129 missed miss 0.716938 2 6 1 4 4
3130 mist mist 0.337639 10 4 0.9 5 4
3131 mists mist 0.223607 6 5 0.875 10 5
3132 mite mite 0.173205 15 4 0.928571 14 3
3133 mites mite 0.1 10 5 0.9 14 4
3134 mitt mitt 0.167332 5 4 1 14 3
3135 mitts mitt 0.05 4 5 1 14 4
3136 mix mix 0.507937 6 3 1 6 4
3137 mixed mix 0.804984 1 5 1 4 5
3138 mo mo 0.1 11 2 0.75 14 2
3139 moan moan 0.240832 6 4 1 12 3
3140 moaned moan 0.223607 0 6 1 12 4
3141 moans moan 0.07746 6 5 1 14 4
3142 moat moat 0.154919 7 4 1 11 3
3143 moats moat 0.05 5 5 1 14 4
3144 mob mob 0.189737 16 3 1 9 3
3145 mobs mob 0.109545 14 4 1 12 4
3146 mock mock 0.161245 13 4 1 14 3
3147 mocked mock 0.126491 4 6 1 14 4
3148 mocks mock 0.089443 10 5 1 14 4
3149 mod mod 0.063246 16 3 1 14 3
3150 mode mode 0.316228 12 4 1 10 3
3151 modes mode 0.194936 6 5 1 12 4
3152 moil moil 0.063246 7 4 1 14 3
3153 moist moist 0.519615 3 5 1 5 4
3154 moke moke 0.05 13 4 1 14 3
3155 mold mold 0.584808 12 4 1 5 4
3156 molds mold 0.354965 7 5 1 7 5
3157 mole mole 0.268328 18 4 1 7 3
3158 moles mole 0.141421 14 5 1 13 4
3159 moll moll 0.05 12 4 0.3 14 3
3160 molls moll 0.05 10 5 0.3 14 4
3161 mom mom 0.161245 9 3 0.666667 2 3
3162 moms mom 0.05 6 4 1 14 4
3163 monk monk 0.167332 4 4 0.333333 9 4
3164 monks monk 0.209762 3 5 0.5 8 5
3165 month month 0.897775 1 5 1 3 4
3166 months month 1 1 6 1 3 5
3167 moo moo 0.118322 12 3 1 14 2
3168 mooch mooch 0.05 2 5 1 14 3
3169 mood mood 0.663325 10 4 0.454545 5 3
3170 moods mood 0.252982 7 5 0.444444 10 4
3171 mooed moo 0.063246 4 5 1 14 3
3172 moon moon 1 12 4 1 2 3
3173 moons moon 0.343511 8 5 1 6 4
3174 moor moor 0.1 7 4 1 12 3
3175 moos moo 0.05 14 4 1 14 3
3176 moose moose 0.32249 9 5 0.833333 7 3
3177 moose moose 0.32249 9 5 0.833333 7 3
3178 moot moot 0.05 14 4 0.833333 14 3
3179 mop mop 0.178885 14 3 1 14 3
3180 mope mope 0.05 14 4 1 14 3
3181 mopped mop 0.07746 3 6 1 14 4
3182 mops mop 0.118322 18 4 1 14 4
3183 more more 1 19 4 1 2 3
3184 morn morn 0.173205 6 4 1 14 4
3185 morns morn 0.07746 5 5 1 14 5
3186 mosque mosque 0.134164 1 6 1 12 4
3187 mosques mosque 0.109545 0 7 1 14 5
3188 moss moss 0.402492 15 4 0.909091 5 3
3189 most most 1 10 4 0.571429 2 4
3190 mote mote 0.05 16 4 1 14 3
3191 motes mote 0.063246 10 5 1 14 4
3192 moth moth 0.34641 4 4 0.857143 7 3
3193 moths moth 0.340588 3 5 1 9 4
3194 mound mound 0.319374 7 5 1 5 4
3195 mounds mound 0.236643 4 6 1 7 5
3196 mount mount 0.289828 3 5 1 5 4
3197 mounts mount 0.173205 2 6 1 11 5
3198 mourn mourn 0.167332 1 5 1 14 4
3199 mourned mourn 0.154919 0 7 1 12 5
3200 mourns mourn 0.05 0 6 1 14 5
3201 mouse mouse 0.643428 7 5 0.888889 2 3
3202 mouth mouth 1 3 5 0.666667 2 3
3203 mouths mouth 0.438178 2 6 0.5 5 4
3204 move move 1 10 4 0.142857 2 3
3205 moved move 1 4 5 0.5 2 4
3206 moves move 0.984886 7 5 0.222222 3 4
3207 mow mow 0.214476 17 3 0.62963 12 2
3208 mowed mow 0.173205 5 5 0.75 14 3
3209 mows mow 0.109545 12 4 0.684211 14 3
3210 mu mu 0.05 4 2 1 14 2
3211 much much 1 4 4 1 2 3
3212 muck muck 0.089443 14 4 0.9375 14 3
3213 mucked muck 0.05 4 6 1 14 4
3214 mucks muck 0.05 10 5 1 14 4
3215 mud mud 0.804984 10 3 1 3 3
3216 muds mud 0.05 7 4 1 14 4
3217 muff muff 0.05 7 4 1 14 3
3218 muffs muff 0.05 2 5 1 14 4
3219 mug mug 0.126491 13 3 1 14 3
3220 mugs mug 0.109545 10 4 1 14 4
3221 mulch mulch 0.05 2 5 1 14 4
3222 mule mule 0.389872 9 4 0.5 9 3
3223 mules mule 0.319374 5 5 0.333333 10 4
3224 mull mull 0.05 13 4 0.727273 14 3
3225 mum mum 0.05 10 3 1 14 3
3226 mumps mumps 0.173205 7 5 1 12 5
3227 mums mum 0.05 9 4 1 14 4
3228 munch munch 0.07746 5 5 1 14 4
3229 munched munch 0.063246 0 7 1 14 5
3230 murk murk 0.063246 4 4 1 14 4
3231 murks murk 0.05 4 5 1 14 5
3232 mus mu 0.05 6 3 0.75 14 3
3233 muse muse 0.063246 8 4 0.6 14 3
3234 mush mush 0.204939 14 4 0.8125 14 3
3235 musk musk 0.07746 11 4 1 14 4
3236 musks musk 0.05 7 5 1 14 5
3237 muss muss 0.05 15 4 1 14 3
3238 must must 1 15 4 1 2 4
3239 mute mute 0.134164 9 4 0.285714 12 3
3240 mutt mutt 0.063246 5 4 1 14 3
3241 mutts mutt 0.05 3 5 1 14 4
3242 my my 1 5 2 1 1 2
3243 myrrh myrrh 0.1 0 5 1 14 3
3244 myrrhs myrrh 0.05 0 6 1 14 4
3245 myth myth 0.240832 2 4 1 10 3
3246 myths myth 0.268328 2 5 1 8 4
3247 nab nab 0.05 14 3 1 14 3
3248 nabbed nab 0.05 2 6 1 14 4
3249 nabs nab 0.05 11 4 1 14 4
3250 nag nag 0.148324 16 3 1 14 3
3251 nagged nag 0.063246 4 6 1 14 4
3252 nags nag 0.063246 12 4 1 14 4
3253 nail nail 0.553173 11 4 1 5 3
3254 nails nail 0.579655 10 5 1 5 4
3255 name name 1 9 4 1 2 3
3256 names name 1 5 5 1 3 4
3257 nap nap 0.272029 16 3 0.958333 11 3
3258 nape nape 0.063246 8 4 1 14 3
3259 napes nape 0.05 7 5 1 14 4
3260 naps nap 0.141421 14 4 1 14 4
3261 narc narc 0.05 3 4 1 14 4
3262 nard nard 0.05 8 4 0.9 14 4
3263 nards nard 0.05 5 5 0.875 14 5
3264 nark nark 0.05 8 4 1 14 4
3265 nave nave 0.05 10 4 0.882353 14 3
3266 naves nave 0.05 8 5 1 14 4
3267 naw naw 0.089443 16 3 1 14 2
3268 nay nay 0.260768 16 3 0.933333 11 2
3269 neap neap 0.126491 5 4 1 14 3
3270 neaps neap 0.05 3 5 1 14 4
3271 near near 1 13 4 0.722222 2 3
3272 neat neat 0.475395 13 4 0.842105 5 3
3273 neb neb 0.05 8 3 1 14 3
3274 nebs neb 0.05 8 4 1 14 4
3275 neck neck 0.863713 5 4 1 3 3
3276 necks neck 0.272029 5 5 1 9 4
3277 need need 1 8 4 1 2 3
3278 needs need 1 7 5 1 2 4
3279 neigh neigh 0.089443 1 5 1 14 2
3280 neighs neigh 0.05 0 6 1 14 3
3281 nerve nerve 0.491935 2 5 1 5 4
3282 nerves nerve 0.489898 2 6 1 5 5
3283 ness ness 0.223607 6 4 1 10 3
3284 nest nest 0.816088 13 4 1 3 4
3285 nests nest 0.469042 7 5 1 7 5
3286 net net 0.560357 18 3 1 4 3
3287 nets net 0.36606 13 4 1 7 4
3288 new new 1 12 3 0.730769 2 2
3289 news news 0.905538 10 4 0.642857 3 3
3290 newt newt 0.05 4 4 1 14 3
3291 newts newt 0.05 1 5 1 14 4
3292 next next 1 4 4 1 2 5
3293 nib nib 0.05 13 3 1 14 3
3294 nibs nib 0.05 9 4 1 14 4
3295 nice nice 0.918695 5 4 1 2 3
3296 niche niche 0.141421 0 5 1 11 3
3297 nick nick 0.118322 12 4 1 7 3
3298 nicked nick 0.05 4 6 1 14 4
3299 nicks nick 0.07746 9 5 1 14 4
3300 niece niece 0.184391 1 5 1 10 3
3301 niff niff 0.05 2 4 1 14 3
3302 nigh nigh 0.204939 2 4 1 12 2
3303 night night 1 7 5 1 2 3
3304 nights night 0.577927 6 6 1 4 4
3305 nil nil 0.05 7 3 1 14 3
3306 nils nil 0.05 6 4 1 14 4
3307 nip nip 0.089443 13 3 1 14 3
3308 nips nip 0.05 12 4 1 14 4
3309 nit nit 0.05 17 3 1 14 3
3310 nits nit 0.05 14 4 0.952381 14 4
3311 nix nix 0.1 6 3 1 14 4
3312 no no 1 7 2 0.75 1 2
3313 nob nob 0.05 21 3 1 14 3
3314 nod nod 0.214476 14 3 1 7 3
3315 node node 0.05 10 4 1 14 3
3316 nodes node 0.05 4 5 1 12 4
3317 nods nod 0.154919 7 4 1 14 4
3318 nog nog 0.05 14 3 1 14 3
3319 noise noise 0.906642 2 5 1 2 3
3320 non non 0.109545 13 3 0.625 14 3
3321 nonce nonce 0.05 1 5 0.75 14 4
3322 none none 0.90111 11 4 0.111111 3 3
3323 nook nook 0.1 7 4 0.833333 14 3
3324 nooks nook 0.063246 6 5 0.888889 14 4
3325 noon noon 0.629285 8 4 1 4 3
3326 noons noon 0.05 7 5 1 14 4
3327 noose noose 0.118322 5 5 0.833333 14 3
3328 nor nor 1 8 3 1 3 3
3329 norm norm 0.063246 4 4 0.833333 12 4
3330 norms norm 0.05 3 5 0.8 12 5
3331 north north 1 2 5 0.666667 2 4
3332 nose nose 1 8 4 0.583333 2 3
3333 not not 1 19 3 1 1 3
3334 notch notch 0.232379 1 5 1 11 4
3335 note note 1 9 4 1 3 3
3336 notes note 1 5 5 1 4 4
3337 nought nought 0.109545 3 6 0.875 14 3
3338 noun noun 1 1 4 1 5 3
3339 nouns noun 1 1 5 1 5 4
3340 now now 1 18 3 0.37037 1 2
3341 nub nub 0.05 13 3 1 14 3
3342 nubs nub 0.05 13 4 1 14 4
3343 nude nude 0.063246 3 4 1 14 3
3344 nudge nudge 0.184391 3 5 1 14 3
3345 nudged nudge 0.184391 1 6 1 14 4
3346 null null 0.126491 9 4 0.727273 14 3
3347 numb numb 0.184391 1 4 1 12 3
3348 nun nun 0.118322 11 3 1 14 3
3349 nuns nun 0.232379 11 4 1 12 4
3350 nurse nurse 0.412311 2 5 1 4 4
3351 nut nut 0.343511 14 3 0.8125 10 3
3352 nuts nut 0.53479 13 4 1 4 4
3353 nuts nut 0.53479 13 4 1 4 4
3354 nymph nymph 0.209762 1 5 1 11 4
3355 nymphs nymph 0.244949 1 6 1 9 5
3356 oaf oaf 0.05 4 3 1 14 2
3357 oafs oaf 0.05 3 4 1 14 3
3358 oak oak 0.483735 4 3 1 4 2
3359 oaks oak 0.178885 4 4 1 8 3
3360 oar oar 0.264575 13 3 1 11 2
3361 oars oar 0.343511 11 4 1 6 3
3362 oast oast 0.05 10 4 1 14 3
3363 oat oat 0.07746 18 3 1 14 2
3364 oath oath 0.289828 6 4 1 9 2
3365 oaths oath 0.154919 4 5 1 14 3
3366 oats oats 0.376829 13 4 1 6 3
3367 odd odd 0.705691 3 3 1 4 2
3368 ode ode 0.05 4 3 1 14 2
3369 odes ode 0.05 3 4 1 14 3
3370 of of 1 4 2 1 1 2
3371 off off 1 2 3 1 2 2
3372 oft oft 0.154919 5 3 1 14 3
3373 ohm ohm 0.063246 0 3 1 14 2
3374 ohms ohm 0.1 0 4 1 14 3
3375 oil oil 1 4 3 1 3 2
3376 oils oils 0.289828 4 4 1 7 3
3377 old old 1 2 3 1 1 3
3378 ole ole 0.173205 5 3 1 14 2
3379 on on 1 5 2 0.625 1 2
3380 once once 1 0 4 0.25 2 4
3381 oops oop 0.05 11 4 1 14 3
3382 ooze ooze 0.109545 1 4 1 12 2
3383 ops op 0.05 0 3 1 14 3
3384 or or 1 4 2 1 2 2
3385 orange orange 0.664831 1 6 1 4 4
3386 orb orb 0.089443 1 3 1 14 3
3387 orbs orb 0.05 1 4 1 14 4
3388 ore ore 0.630872 7 3 1 5 2
3389 ores ore 0.272029 5 4 1 10 3
3390 ouch ouch 0.204939 2 4 0.875 14 2
3391 ought ought 0.663325 1 5 0.875 4 2
3392 ounce ounce 0.309839 1 5 1 9 3
3393 our our 1 5 3 0.666667 2 2
3394 oust oust 0.05 8 4 1 14 3
3395 ousts oust 0.05 5 5 1 14 4
3396 out out 1 12 3 1 1 2
3397 owe owe 0.252982 7 3 1 8 1
3398 owed owe 0.240832 1 4 0.75 7 2
3399 owes owe 0.209762 7 4 1 11 2
3400 owl owl 0.52345 4 3 0.909091 4 2
3401 owls owl 0.306594 4 4 0.875 7 3
3402 own own 1 3 3 0.111111 2 2
3403 owned own 0.629285 0 5 0.333333 4 3
3404 owns own 0.34641 3 4 0.142857 6 3
3405 ox ox 0.337639 4 2 1 10 3
3406 pa pa 0.141421 6 2 0.875 3 2
3407 pace pace 0.444972 14 4 1 5 3
3408 pack pack 0.627694 15 4 1 4 3
3409 packed pack 0.56921 3 6 1 4 4
3410 packs pack 0.223607 11 5 1 9 4
3411 pact pact 0.141421 7 4 1 12 4
3412 pacts pact 0.063246 8 5 1 14 5
3413 pad pad 0.414729 19 3 0.842105 6 3
3414 pads pad 0.228035 14 4 0.916667 8 4
3415 page page 1 11 4 1 3 3
3416 paid pay 0.885438 7 4 0.75 3 3
3417 pail pail 0.394968 16 4 1 5 3
3418 pails pail 0.209762 13 5 1 14 4
3419 pain pain 0.629285 8 4 1 3 3
3420 pains pain 0.256905 7 5 1 7 4
3421 paint paint 0.93488 6 5 1 3 4
3422 paints paint 0.352136 4 6 1 6 5
3423 pair pair 1 6 4 1 3 3
3424 pairs pair 0.953939 4 5 1 5 4
3425 pal pal 0.248998 9 3 1 14 3
3426 pale pale 0.577927 21 4 1 4 3
3427 pall pall 0.089443 16 4 0.933333 14 3
3428 palls pall 0.05 12 5 1 14 4
3429 palm palm 0.487852 5 4 1 4 4
3430 palms palm 0.331662 2 5 0.8 5 5
3431 pals pal 0.161245 12 4 1 14 4
3432 pan pan 0.69282 18 3 0.882353 5 3
3433 pane pane 0.209762 19 4 1 14 3
3434 panes pane 0.189737 16 5 1 12 4
3435 pang pang 0.05 10 4 1 14 4
3436 pangs pang 0.141421 10 5 1 14 5
3437 pans pan 0.392428 19 4 0.909091 5 4
3438 pant pant 0.089443 11 4 0.9 14 4
3439 pants pants 0.392428 20 5 1 5 5
3440 pants pants 0.392428 20 5 1 5 5
3441 pants pants 0.392428 20 5 1 5 5
3442 pap pap 0.05 21 3 0.958333 14 3
3443 paps pap 0.05 20 4 1 14 4
3444 par par 0.118322 17 3 0.928571 14 3
3445 parch parch 0.05 5 5 1 14 4
3446 parched parch 0.178885 2 7 1 11 5
3447 pare pare 0.07746 21 4 0.9 14 3
3448 pared pare 0.05 4 5 1 14 4
3449 pares pare 0.05 15 5 0.941176 14 4
3450 park park 0.749667 12 4 1 2 4
3451 parks park 0.428952 9 5 1 5 5
3452 pars par 0.05 19 4 0.916667 14 4
3453 parse parse 0.05 2 5 1 14 4
3454 part part 1 15 4 0.857143 2 4
3455 parts part 1 13 5 0.8 2 5
3456 pas pa 0.063246 14 3 0.428571 14 3
3457 pass pass 0.979796 16 4 1 3 3
3458 passed pass 1 1 6 1 2 4
3459 past past 1 15 4 1 2 4
3460 paste paste 0.438178 6 5 0.857143 7 4
3461 pastes paste 0.05 5 6 0.833333 14 5
3462 pasts past 0.05 10 5 1 14 5
3463 pat pat 0.240832 26 3 0.888889 7 3
3464 patch patch 0.440454 9 5 0.833333 5 4
3465 pate pate 0.05 17 4 1 14 3
3466 pates pate 0.05 10 5 1 14 4
3467 path path 0.933809 8 4 0.857143 3 3
3468 paths path 0.382099 6 5 0.333333 5 4
3469 pats pat 0.134164 23 4 1 14 4
3470 paunch paunch 0.05 2 6 1 14 4
3471 pause pause 0.466905 2 5 1 5 3
3472 paused pause 0.379473 2 6 1 4 4
3473 pave pave 0.05 14 4 0.882353 14 3
3474 paved pave 0.3 4 5 1 7 4
3475 paves pave 0.05 10 5 1 14 4
3476 paw paw 0.392428 19 3 1 5 2
3477 pawl pawl 0.05 6 4 1 14 3
3478 pawn pawn 0.063246 7 4 1 14 3
3479 pawns pawn 0.05 5 5 1 14 4
3480 paws paw 0.382099 17 4 1 5 3
3481 pay pay 1 22 3 0.933333 2 2
3482 pays pay 0.334664 17 4 0.857143 7 3
3483 pea pea 0.319374 9 3 0.857143 9 2
3484 peace peace 0.828251 2 5 1 4 3
3485 peach peach 0.389872 7 5 1 7 3
3486 peak peak 0.419524 11 4 0.866667 5 3
3487 peaks peak 0.451664 9 5 0.9 5 4
3488 peal peal 0.109545 14 4 1 14 3
3489 peals peal 0.05 12 5 1 14 4
3490 pear pear 0.252982 16 4 0.277778 11 3
3491 pearl pearl 0.412311 1 5 1 6 4
3492 pearls pearl 0.343511 0 6 1 7 5
3493 pears pear 0.248998 12 5 0.307692 11 4
3494 peas pea 0.374166 12 4 1 7 3
3495 peat peat 0.219089 16 4 0.842105 10 3
3496 peats peat 0.05 11 5 0.875 14 4
3497 peck peck 0.167332 11 4 1 12 3
3498 pecked peck 0.109545 3 6 1 14 4
3499 pecks peck 0.126491 10 5 1 14 4
3500 pee pee 0.05 14 3 1 14 2
3501 peed pee 0.05 14 4 1 14 3
3502 peek peek 0.134164 13 4 1 14 3
3503 peeked peek 0.148324 4 6 1 14 4
3504 peeks peek 0.063246 10 5 1 14 4
3505 peel peel 0.232379 10 4 1 8 3
3506 peeled peel 0.178885 2 6 1 9 4
3507 peels peel 0.05 8 5 1 14 4
3508 peep peep 0.173205 12 4 1 14 3
3509 peeps peep 0.05 9 5 1 14 4
3510 peer peer 0.2 14 4 1 7 3
3511 peered peer 0.389872 5 6 1 5 4
3512 peers peer 0.126491 10 5 1 11 4
3513 pees pee 0.05 17 4 1 14 3
3514 peeve peeve 0.05 1 5 1 14 3
3515 peg peg 0.189737 11 3 1 12 3
3516 pegs peg 0.204939 10 4 1 11 4
3517 peke peke 0.05 3 4 1 14 3
3518 pelf pelf 0.05 3 4 1 14 4
3519 pelt pelt 0.126491 9 4 1 14 4
3520 pelts pelt 0.173205 6 5 1 11 5
3521 pen pen 0.622896 19 3 1 4 3
3522 pens pen 0.256905 18 4 1 7 4
3523 perch perch 0.268328 3 5 1 11 4
3524 perched perch 0.32249 1 7 1 8 5
3525 perk perk 0.07746 7 4 1 14 4
3526 perks perk 0.05 6 5 1 14 5
3527 pert pert 0.089443 7 4 1 14 4
3528 pest pest 0.184391 14 4 1 10 4
3529 pests pest 0.204939 10 5 1 9 5
3530 pet pet 0.626099 23 3 1 2 3
3531 pets pet 0.419524 16 4 1 5 4
3532 pew pew 0.109545 14 3 0.230769 14 2
3533 pews pew 0.07746 12 4 0.285714 14 3
3534 phage phage 0.05 2 5 1 14 3
3535 phase phase 0.272029 2 5 0.285714 7 3
3536 phi phi 0.05 1 3 0.666667 14 2
3537 phlegm phlegm 0.063246 0 6 1 14 4
3538 phlox phlox 0.05 0 5 1 14 5
3539 phone phone 0.382099 2 5 0.888889 3 3
3540 phones phone 0.089443 0 6 1 14 4
3541 phrase phrase 1 0 6 0.285714 5 4
3542 pi pi 0.134164 4 2 0.333333 14 2
3543 pick pick 0.958123 15 4 1 2 3
3544 picked pick 1 6 6 1 2 4
3545 picks pick 0.374166 11 5 1 5 4
3546 pie pie 0.705691 10 3 1 5 2
3547 piece piece 1 1 5 1 2 3
3548 pier pier 0.282843 4 4 1 10 3
3549 pierce pierce 0.148324 1 6 1 11 4
3550 pierced pierce 0.194936 0 7 1 9 5
3551 piers pier 0.141421 3 5 1 10 4
3552 pies pie 0.384708 10 4 1 7 3
3553 pig pig 0.532916 13 3 1 4 3
3554 pigs pig 0.614817 12 4 1 5 4
3555 pike pike 0.167332 12 4 1 10 3
3556 pikes pike 0.089443 9 5 1 14 4
3557 pile pile 0.614817 14 4 1 3 3
3558 piled pile 0.424264 3 5 1 5 4
3559 piles pile 0.36606 11 5 1 5 4
3560 pill pill 0.154919 14 4 1 13 3
3561 pills pill 0.189737 14 5 1 10 4
3562 pimp pimp 0.05 3 4 1 14 4
3563 pimps pimp 0.05 2 5 1 14 5
3564 pin pin 0.565685 15 3 1 6 3
3565 pinch pinch 0.244949 5 5 1 11 4
3566 pinched pinch 0.189737 0 7 1 9 5
3567 pine pine 0.6245 17 4 1 4 3
3568 pines pine 0.272029 13 5 1 5 4
3569 ping ping 0.07746 10 4 1 14 4
3570 pinged ping 0.05 0 6 0.5 14 5
3571 pings ping 0.05 7 5 1 14 5
3572 pink pink 0.661816 13 4 1 4 4
3573 pins pin 0.431277 19 4 1 7 4
3574 pint pint 0.331662 11 4 0.0769231 10 4
3575 pints pint 0.31305 11 5 0.1 10 5
3576 pipe pipe 0.681175 6 4 1 4 3
3577 pipes pipe 0.483735 5 5 1 5 4
3578 pique pique 0.063246 0 5 0.5 14 3
3579 pis pi 0.05 7 3 0.25 14 3
3580 piss piss 0.05 9 4 1 14 3
3581 pit pit 0.36606 19 3 1 5 3
3582 pitch pitch 0.738918 6 5 1 4 4
3583 pith pith 0.089443 3 4 1 14 3
3584 piths pith 0.05 1 5 1 14 4
3585 pits pit 0.256905 17 4 0.952381 7 4
3586 place place 1 4 5 1 2 4
3587 plage plage 0.05 4 5 1 14 4
3588 plague plague 0.248998 1 6 1 8 4
3589 plagued plague 0.178885 1 7 1 11 5
3590 plagues plague 0.118322 2 7 1 12 5
3591 plaid plaid 0.173205 1 5 0.125 14 4
3592 plaids plaid 0.07746 0 6 0.2 14 5
3593 plain plain 0.822192 1 5 1 4 4
3594 plaint plaint 0.05 0 6 1 14 5
3595 plan plan 1 3 4 0.882353 3 4
3596 plane plane 1 6 5 1 3 4
3597 planes plane 0.853229 3 6 1 5 5
3598 plank plank 0.264575 8 5 1 9 5
3599 planks plank 0.204939 6 6 1 8 6
3600 plans plan 0.784857 5 5 0.909091 4 5
3601 plant plant 1 4 5 0.9 2 5
3602 plants plant 1 3 6 1 2 6
3603 plaque plaque 0.109545 2 6 1 11 4
3604 plaques plaque 0.07746 1 7 1 14 5
3605 plate plate 0.831865 4 5 1 4 4
3606 plates plate 0.591608 2 6 1 4 5
3607 play play 1 6 4 0.933333 1 3
3608 played play 1 1 6 1 2 4
3609 plays play 0.779744 4 5 0.857143 5 4
3610 plea plea 0.141421 3 4 0.857143 11 3
3611 pleach pleach 0.05 2 6 1 14 4
3612 plead plead 0.118322 2 5 0.428571 11 4
3613 pleads plead 0.05 1 6 0.5 14 5
3614 pleas plea 0.07746 3 5 1 14 4
3615 please please 1 0 6 0.428571 2 4
3616 pleased please 0.669328 0 7 0.666667 3 5
3617 pleat pleat 0.154919 4 5 0.842105 14 4
3618 pleats pleat 0.148324 3 6 0.875 14 5
3619 pleb pleb 0.05 2 4 1 14 4
3620 pled plead 0.05 6 4 1 14 4
3621 pledge pledge 0.209762 1 6 1 11 4
3622 plied ply 0.126491 2 5 1 14 4
3623 plies ply 0.07746 3 5 1 14 4
3624 plight plight 0.134164 3 6 1 11 4
3625 plights plight 0.05 2 7 1 14 5
3626 plinth plinth 0.05 0 6 1 14 5
3627 plod plod 0.089443 7 4 1 14 4
3628 plop plop 0.154919 9 4 1 14 4
3629 plopped plop 0.109545 2 7 1 14 5
3630 plops plop 0.05 6 5 1 14 5
3631 plot plot 0.424264 7 4 1 5 4
3632 plots plot 0.194936 5 5 1 9 5
