item word word_untagged logFreq orthN length consistency AoA phonemeN
618 carve carve 0.244949 2 5 1 9 4
619 carved carve 0.495984 1 6 1 5 5
620 carves carve 0.141421 3 6 0.75 14 5
621 case case 1 15 4 0.714286 3 3
622 cash cash 0.471169 13 4 0.84 5 3
623 cask cask 0.154919 7 4 1 14 4
624 casks cask 0.089443 4 5 1 14 5
625 casque casque 0.05 1 6 1 14 4
626 cast cast 0.538516 19 4 1 5 4
627 cast cast 0.538516 19 4 1 5 4
628 caste caste 0.178885 6 5 0.142857 10 4
629 castes caste 0.089443 5 6 0.166667 14 5
630 casts cast 0.214476 8 5 1 11 5
631 cat cat 1 23 3 0.888889 2 3
632 catch catch 1 7 5 0.833333 2 4
633 cats cat 0.649615 17 4 1 3 4
634 caught catch 1 1 6 0.75 2 3
635 caul caul 0.05 3 4 1 14 3
636 caulk caulk 0.05 0 5 1 14 4
637 cause cause 1 2 5 1 4 3
638 caused cause 0.831865 1 6 1 4 4
639 cave cave 0.726636 16 4 0.882353 3 3
640 caves cave 0.387298 11 5 1 5 4
641 caw caw 0.126491 18 3 1 14 2
642 cay cay 0.05 21 3 0.0666667 14 2
643 cays cay 0.05 15 4 0.0952381 14 3
644 cease cease 0.232379 4 5 0.571429 10 3
645 ceased cease 0.309839 1 6 0.333333 6 4
646 cede cede 0.07746 1 4 0.666667 14 3
647 cell cell 0.944458 12 4 1 4 3
648 cells cell 1 8 5 1 3 4
649 celt celt 0.05 10 4 1 14 4
650 celts celt 0.05 8 5 1 12 5
651 cense cense 0.05 4 5 1 14 4
652 cent cent 0.853229 13 4 1 6 4
653 cents cent 0.978775 6 5 1 4 5
654 cert cert 0.05 5 4 1 14 4
655 chafe chafe 0.05 2 5 1 14 3
656 chafed chafe 0.07746 1 6 1 14 4
657 chafes chafe 0.05 1 6 1 14 4
658 chaff chaff 0.063246 1 5 1 14 3
659 chain chain 0.638749 1 5 1 4 3
660 chains chain 0.357771 1 6 1 5 4
661 chair chair 0.917606 2 5 1 2 3
662 chairs chair 0.52915 2 6 1 4 4
663 chaise chaise 0.126491 0 6 1 14 3
664 chalk chalk 0.466905 0 5 1 8 4
665 chalks chalk 0.05 0 6 1 14 5
666 champ champ 0.148324 5 5 0.933333 14 4
667 champs champ 0.07746 5 6 0.909091 14 5
668 chance chance 1 1 6 1 3 4
669 change change 1 2 6 1 2 4
670 chant chant 0.349285 1 5 0.9 12 4
671 chants chant 0.173205 1 6 1 14 5
672 chap chap 0.184391 7 4 0.958333 14 3
673 chaps chap 0.154919 7 5 1 14 4
674 char char 0.05 4 4 0.928571 14 3
675 chard chard 0.05 5 5 0.9 14 4
676 chards chard 0.05 4 6 0.875 14 5
677 charge charge 0.745654 1 6 1 4 4
678 charm charm 0.328634 3 5 0.714286 7 4
679 charms charm 0.2 2 6 1 12 5
680 charred char 0.134164 0 7 1 9 4
681 chars char 0.05 7 5 0.916667 14 4
682 chart chart 0.886566 5 5 0.857143 5 4
683 charts chart 0.412311 4 6 0.8 6 5
684 chase chase 0.419524 4 5 0.714286 6 3
685 chaste chaste 0.109545 0 6 0.857143 14 4
686 chat chat 0.134164 8 4 0.888889 11 3
687 chats chat 0.05 6 5 1 14 4
688 chaw chaw 0.05 7 4 1 14 2
689 chaws chaw 0.05 7 5 1 14 3
690 cheap cheap 0.34641 2 5 1 6 3
691 cheat cheat 0.154919 5 5 0.842105 10 3
692 cheats cheat 0.05 4 6 0.875 14 4
693 check check 1 4 5 1 3 3
694 checked check 0.583095 0 7 1 5 4
695 checks check 0.334664 4 6 1 6 4
696 cheek cheek 0.417133 4 5 1 5 3
697 cheeks cheek 0.43359 4 6 1 4 4
698 cheep cheep 0.109545 6 5 1 14 3
699 cheeps cheep 0.05 3 6 1 14 4
700 cheer cheer 0.419524 3 5 1 5 3
701 cheers cheer 0.244949 2 6 1 9 4
702 cheese cheese 0.687023 0 6 0.5 4 3
703 chef chef 0.063246 2 4 1 14 3
704 chefs chef 0.05 2 5 1 14 4
705 chert chert 0.05 3 5 1 14 4
706 cherts chert 0.05 3 6 1 14 5
707 chess chess 0.204939 4 5 1 7 3
708 chest chest 0.679706 4 5 1 3 4
709 chests chest 0.232379 3 6 1 9 5
710 chew chew 0.31305 5 4 0.730769 7 2
711 chewed chew 0.260768 0 6 0.2 7 3
712 chews chew 0.126491 5 5 0.642857 14 3
713 chi chus 0.05 1 3 0.333333 13 2
714 chic chic 0.05 4 4 0.5 14 3
715 chick chick 0.204939 7 5 1 8 3
716 chicks chick 0.228035 5 6 1 11 4
717 chide chide 0.063246 3 5 1 14 3
718 child child 1 1 5 0.75 2 4
719 chill chill 0.337639 1 5 1 7 3
720 chills chill 0.118322 0 6 1 12 4
721 chime chime 0.07746 6 5 1 14 3
722 chimes chime 0.134164 5 6 1 14 4
723 chimp chimp 0.1 6 5 1 13 4
724 chimps chimp 0.063246 5 6 1 12 5
725 chin chin 0.485798 7 4 1 4 3
726 chine chine 0.05 8 5 1 14 3
727 chines chine 0.05 5 6 1 14 4
728 chink chink 0.141421 6 5 1 14 4
729 chinked chink 0.089443 1 7 1 14 5
730 chinks chink 0.089443 5 6 1 14 5
731 chins chin 0.1 6 5 1 14 4
732 chip chip 0.178885 8 4 1 8 3
733 chips chip 0.289828 7 5 1 6 4
734 chirp chirp 0.154919 1 5 1 14 4
735 chirped chirp 0.118322 0 7 1 14 5
736 chirps chirp 0.089443 1 6 1 14 5
737 chit chit 0.05 6 4 1 14 3
738 chits chit 0.05 5 5 0.952381 14 4
739 chive chive 0.05 3 5 0.846154 14 3
740 chives chive 0.07746 2 6 0.916667 14 4
741 choc choc 0.05 3 4 1 14 3
742 chock chock 0.05 6 5 1 14 3
743 chocks chock 0.05 6 6 1 14 4
744 choice choice 0.643428 0 6 1 5 3
745 choir choir 0.244949 1 5 1 8 4
746 choirs choir 0.141421 1 6 1 14 5
747 choke choke 0.154919 2 5 1 11 3
748 choked choke 0.223607 2 6 1 8 4
749 chokes choke 0.05 2 6 1 14 4
750 chomp chomp 0.05 3 5 1 14 4
751 chomps chomp 0.05 3 6 1 14 5
752 choose choose 1 0 6 0.166667 3 3
753 chop chop 0.236643 9 4 1 11 3
754 chopped chop 0.289828 0 7 1 10 4
755 chops chop 0.209762 6 5 1 14 4
756 chord chord 0.77846 2 5 0.833333 14 4
757 chords chord 0.716938 2 6 0.833333 14 5
758 chore chore 0.161245 6 5 1 11 3
759 chores chore 0.325576 4 6 1 5 4
760 chose choose 0.584808 7 5 0.583333 5 3
761 chow chow 0.134164 6 4 0.37037 14 2
762 chows chow 0.05 5 5 0.315789 14 3
763 christ christ 0.05 0 6 0.1 7 5
764 christs christ 0.05 0 7 0.125 14 6
765 chrome chrome 0.161245 0 6 0.75 14 4
766 chromes chrome 0.05 0 7 0.857143 14 5
767 chub chub 0.05 3 4 1 14 3
768 chubs chub 0.05 3 5 1 14 4
769 chuck chuck 0.204939 6 5 0.9375 9 3
770 chucks chuck 0.05 5 6 1 14 4
771 chug chug 0.1 3 4 1 14 3
772 chugged chug 0.134164 0 7 1 14 4
773 chugs chug 0.089443 3 5 1 14 4
774 chum chum 0.126491 2 4 1 14 3
775 chump chump 0.05 6 5 1 14 4
776 chumps chump 0.05 5 6 1 14 5
777 chums chum 0.07746 3 5 1 14 4
778 chunk chunk 0.204939 3 5 1 10 4
779 chunks chunk 0.319374 2 6 1 7 5
780 church church 0.904434 0 6 1 3 4
781 churl churl 0.05 1 5 1 14 4
782 churls churl 0.05 1 6 1 14 5
783 churn churn 0.204939 1 5 1 14 4
784 churned churn 0.154919 0 7 1 14 5
785 churns churn 0.109545 1 6 1 14 5
786 chute chute 0.184391 0 5 0.714286 12 3
787 chutes chute 0.07746 0 6 1 14 4
788 cinch cinch 0.109545 4 5 1 14 4
789 cirque cirque 0.05 0 6 1 14 4
790 cite cite 0.134164 7 4 0.928571 13 3
791 cites cite 0.089443 5 5 0.9 14 4
792 clad clothe 0.189737 7 4 0.842105 10 4
793 claim claim 0.5 0 5 1 5 4
794 claims claim 0.325576 0 6 1 6 5
795 clam clam 0.289828 7 4 1 7 4
796 clamp clamp 0.286356 5 5 0.933333 14 5
797 clamped clamp 0.204939 2 7 1 11 6
798 clamps clamp 0.209762 4 6 0.909091 14 6
799 clams clam 0.316228 8 5 1 7 5
800 clan clan 0.161245 7 4 0.882353 7 4
801 clang clang 0.134164 5 5 1 12 5
802 clangs clang 0.063246 3 6 1 14 6
803 clank clank 0.109545 8 5 1 14 5
804 clanked clank 0.05 2 7 1 14 6
805 clanks clank 0.05 5 6 1 14 6
806 clans clan 0.05 8 5 0.909091 10 5
807 clap clap 0.4219 11 4 0.958333 12 4
808 clapped clap 0.331662 4 7 0.909091 7 5
809 claps clap 0.134164 10 5 1 14 5
810 claque claque 0.05 2 6 1 14 4
811 clash clash 0.148324 5 5 0.84 11 4
812 clasp clasp 0.109545 3 5 0.857143 14 5
813 clasped clasp 0.194936 2 7 1 14 6
814 clasps clasp 0.126491 1 6 0.857143 14 6
815 class class 1 9 5 1 2 4
816 clause clause 0.426615 0 6 1 7 4
817 claw claw 0.223607 8 4 1 8 3
818 claws claw 0.54037 7 5 1 5 4
819 clay clay 0.812404 9 4 0.933333 4 3
820 clays clay 0.1 7 5 0.857143 14 4
821 clean clean 1 3 5 1 2 4
822 cleaned clean 0.473286 1 7 1 5 5
823 cleans clean 0.154919 2 6 1 14 5
824 cleanse cleanse 0.07746 0 7 1 14 5
825 cleansed cleanse 0.089443 0 8 1 12 6
826 clear clear 1 2 5 0.722222 3 4
827 cleat cleat 0.05 6 5 0.842105 14 4
828 cleats cleat 0.089443 5 6 0.875 14 5
829 cleave cleave 0.063246 0 6 1 14 4
830 cleaves cleave 0.05 0 7 1 14 5
831 clef clef 0.194936 1 4 1 14 4
832 cleft cleave 0.154919 1 5 1 13 5
833 clefts cleft 0.05 1 6 1 14 6
834 clench clench 0.063246 2 6 1 14 5
835 clenched clench 0.161245 1 8 1 11 6
836 clerk clerk 0.45607 0 5 1 5 5
837 clerks clerk 0.2 0 6 1 9 6
838 click click 0.248998 7 5 1 7 4
839 clicked click 0.154919 2 7 1 14 5
840 clicks click 0.161245 5 6 1 12 5
841 cliff cliff 0.43359 0 5 1 4 4
842 cliffs cliff 0.334664 0 6 1 5 5
843 climb climb 0.758947 1 5 0.5 3 4
844 climbed climb 0.920869 0 7 1 2 5
845 climbs climb 0.275681 1 6 1 12 5
846 clime clime 0.05 4 5 1 14 4
847 climes clime 0.063246 3 6 1 14 5
848 clinch clinch 0.05 2 6 1 14 5
849 clinched clinch 0.07746 2 8 1 14 6
850 cling cling 0.268328 5 5 1 8 5
851 clings cling 0.154919 4 6 1 12 6
852 clink clink 0.118322 7 5 1 14 5
853 clinked clink 0.063246 4 7 1 14 6
854 clinks clink 0.05 6 6 1 14 6
855 clip clip 0.286356 6 4 1 10 4
856 clips clip 0.244949 5 5 1 12 5
857 clique clique 0.05 1 6 0.5 14 4
858 cliques clique 0.05 0 7 1 14 5
859 cloak cloak 0.289828 2 5 1 6 4
860 cloaks cloak 0.1 2 6 1 14 5
861 clock clock 0.812404 7 5 1 3 4
862 clocks clock 0.379473 7 6 1 5 5
863 clod clod 0.05 6 4 1 14 4
864 clods clod 0.07746 2 5 1 14 5
865 clog clog 0.063246 6 4 1 14 4
866 clogged clog 0.109545 1 7 1 11 5
867 clogs clog 0.118322 3 5 1 12 5
868 clone clone 0.05 4 5 0.888889 14 4
869 clones clone 0.05 1 6 1 14 5
870 clop clop 0.1 12 4 1 14 4
871 close close 1 8 5 0.25 2 4
872 close close 1 8 5 0.25 2 4
873 closed close 1 6 6 1 2 5
874 closed close 1 6 6 1 2 5
875 clot clot 0.109545 8 4 1 11 4
876 cloth cloth 0.924121 2 5 0.857143 3 4
877 clothe clothe 0.167332 1 6 1 12 4
878 clothed clothe 0.184391 1 7 0.5 10 5
879 clothes clothe 1 1 7 1 2 5
880 cloths cloth 0.178885 1 6 1 12 5
881 clots clot 0.089443 7 5 1 14 5
882 cloud cloud 0.792464 1 5 1 4 4
883 clouds cloud 0.988939 1 6 1 3 5
884 clout clout 0.07746 2 5 1 14 4
885 clouts clout 0.089443 1 6 1 14 5
886 clove cleave 0.07746 4 5 0.642857 14 4
887 clown clown 0.352136 1 5 0.888889 11 4
888 clowns clown 0.256905 1 6 0.857143 14 5
889 cloy cloy 0.05 6 4 1 14 3
890 club club 0.69857 3 4 1 3 4
891 clubs club 0.382099 3 5 1 6 5
892 cluck cluck 0.118322 5 5 0.9375 14 4
893 clucks cluck 0.063246 4 6 1 14 5
894 clue clue 0.495984 4 4 0.777778 5 3
895 clues clue 0.5 3 5 0.875 4 4
896 clump clump 0.268328 4 5 1 7 5
897 clumps clump 0.184391 3 6 1 7 6
898 clung cling 0.328634 5 5 1 6 5
899 clunk clunk 0.07746 8 5 1 14 5
900 clutch clutch 0.232379 1 6 1 10 5
901 clutched clutch 0.232379 0 8 1 11 6
902 coach coach 0.542218 4 5 1 4 3
903 coal coal 0.915423 7 4 1 4 3
904 coals coal 0.289828 6 5 1 7 4
905 coarse coarse 0.354965 2 6 1 7 4
906 coast coast 1 3 5 1 4 4
907 coasts coast 0.319374 3 6 1 7 5
908 coat coat 0.884308 9 4 1 3 3
909 coats coat 0.489898 8 5 1 5 4
910 coax coax 0.1 3 4 1 14 4
911 coaxed coax 0.184391 0 6 1 14 5
912 cob cob 0.1 23 3 1 14 3
913 cobs cob 0.05 18 4 1 14 4
914 cock cock 0.248998 12 4 1 10 3
915 cocked cock 0.219089 4 6 1 12 4
916 cocks cock 0.148324 11 5 1 14 4
917 cod cod 0.236643 20 3 1 7 3
918 code code 0.509902 15 4 1 5 3
919 codes code 0.141421 11 5 1 8 4
920 cods cod 0.05 16 4 1 14 4
921 cog cog 0.063246 17 3 1 14 3
922 cogs cog 0.063246 12 4 1 14 4
923 coif coif 0.05 3 4 1 14 3
924 coifs coif 0.05 2 5 1 14 4
925 coil coil 0.407431 11 4 1 7 3
926 coils coil 0.252982 9 5 1 9 4
927 coin coin 0.477493 8 4 1 5 3
928 coins coin 0.56745 7 5 1 5 4
929 coir coir 0.05 3 4 1 14 3
930 coke coke 0.219089 14 4 1 10 3
931 cokes coke 0.05 12 5 1 14 4
932 cold cold 1 10 4 1 2 4
933 cole cole 0.05 17 4 1 14 3
934 coles cole 0.05 15 5 1 14 4
935 colt colt 0.5 11 4 1 6 4
936 colts colt 0.244949 9 5 1 12 5
937 comb comb 0.357771 4 4 0.4 5 3
938 combs comb 0.167332 4 5 0.25 13 4
939 come come 1 15 4 0.25 1 3
940 comes come 1 13 5 0.142857 2 4
941 con con 0.178885 16 3 0.625 14 3
942 conch conch 0.07746 3 5 1 14 4
943 conches conch 0.05 0 7 1 14 5
944 cone cone 0.444972 19 4 0.888889 5 3
945 cones cone 0.352136 14 5 1 7 4
946 conk conk 0.05 7 4 0.666667 14 4
947 conks conk 0.05 5 5 0.5 14 5
948 cons con 0.063246 13 4 0.6 14 4
949 coo coo 0.05 17 3 1 14 2
950 cooed coo 0.089443 3 5 1 14 3
951 cook cook 0.728011 14 4 0.833333 3 3
952 cooked cook 0.542218 5 6 1 5 4
953 cooks cook 0.268328 12 5 0.888889 7 4
954 cool cool 1 12 4 0.888889 3 3
955 cooled cool 0.515752 1 6 1 6 4
956 cools cool 0.392428 11 5 0.875 7 4
957 coon coon 0.07746 13 4 1 14 3
958 coons coon 0.1 11 5 1 14 4
959 coop coop 0.219089 12 4 1 14 3
960 coops coop 0.05 12 5 1 14 4
961 coos coo 0.05 17 4 1 14 3
962 coot coot 0.05 17 4 0.833333 14 3
963 coots coot 0.05 13 5 0.888889 14 4
964 cop cop 0.256905 20 3 1 14 3
965 cope cope 0.2 17 4 1 10 3
966 coped cope 0.063246 3 5 1 14 4
967 copes cope 0.05 15 5 1 14 4
968 cops cop 0.141421 21 4 1 12 4
969 copse copse 0.05 1 5 1 14 4
970 cord cord 0.479583 10 4 0.833333 5 4
971 cords cord 0.319374 10 5 0.833333 9 5
972 core core 0.466905 23 4 1 5 3
973 cores core 0.167332 20 5 1 11 4
974 cork cork 0.316228 11 4 0.833333 8 4
975 corks cork 0.063246 12 5 0.833333 14 5
976 corm corm 0.05 8 4 0.833333 14 4
977 corn corn 1 9 4 1 3 4
978 corns corn 0.05 10 5 1 14 5
979 corps corps 0.148324 11 5 1 10 3
980 corps corps 0.148324 11 5 1 10 3
981 corpse corpse 0.178885 0 6 1 10 5
982 corse corse 0.1 4 5 1 14 4
983 cos cos 0.089443 12 3 1 14 3
984 cost cost 1 10 4 0.428571 4 4
985 costs cost 0.563915 7 5 0.4 5 5
986 cot cot 0.2 23 3 1 14 3
987 cote cote 0.05 17 4 1 14 3
988 cotes cote 0.05 13 5 1 14 4
989 cots cot 0.05 16 4 1 14 4
990 couch couch 0.272029 6 5 0.875 7 3
991 cough cough 0.244949 5 5 0.222222 7 3
992 coughed cough 0.194936 0 7 1 12 4
993 coughs cough 0.109545 2 6 0.5 14 4
994 could could 1 1 5 1 1 3
995 count count 0.932738 3 5 1 3 4
996 counts count 0.293258 2 6 1 7 5
997 coup coup 0.089443 2 4 0.2 12 2
998 coupe coupe 0.223607 1 5 1 14 3
999 coupes coupe 0.05 0 6 1 14 4
1000 coups coup 0.05 5 5 0.333333 14 3
1001 course course 1 2 6 1 2 4
1002 court court 0.687023 1 5 1 4 4
1003 courts court 0.471169 1 6 1 6 5
1004 cove cove 0.214476 13 4 0.642857 7 3
1005 coves cove 0.07746 12 5 0.444444 14 4
1006 cow cow 0.725259 21 3 0.37037 4 2
1007 cowl cowl 0.05 10 4 0.909091 14 3
1008 cowls cowl 0.05 6 5 0.875 14 4
1009 cows cow 0.784857 13 4 0.315789 4 3
1010 cox cox 0.05 14 3 1 14 4
1011 coy coy 0.05 16 3 1 14 2
1012 crab crab 0.352136 6 4 1 10 4
1013 crabs crab 0.282843 6 5 1 10 5
1014 crack crack 0.536656 5 5 1 4 4
1015 cracked crack 0.384708 0 7 1 5 5
1016 cracks crack 0.402492 3 6 1 5 5
1017 craft craft 0.417133 3 5 0.888889 5 5
1018 crafts craft 0.209762 2 6 1 8 6
1019 crag crag 0.141421 5 4 1 14 4
1020 crags crag 0.118322 6 5 1 14 5
1021 crake crake 0.05 6 5 1 14 4
1022 cram cram 0.089443 8 4 1 14 4
1023 crammed cram 0.148324 0 7 1 12 5
1024 cramp cramp 0.089443 5 5 0.933333 14 5
1025 cramps cramp 0.1 3 6 0.909091 14 6
1026 crams cram 0.05 9 5 1 14 5
1027 crane crane 0.268328 6 5 1 8 4
1028 cranes crane 0.232379 4 6 1 11 5
1029 crank crank 0.268328 6 5 1 10 5
1030 cranks crank 0.089443 4 6 1 14 6
1031 crap crap 0.05 8 4 0.958333 14 4
1032 craps crap 0.05 9 5 1 14 5
1033 crash crash 0.460435 5 5 0.84 5 4
1034 crashed crash 0.343511 1 7 0.769231 6 5
1035 crass crass 0.05 10 5 1 14 4
1036 crate crate 0.204939 5 5 1 7 4
1037 crates crate 0.194936 3 6 1 12 5
1038 crave crave 0.05 6 5 0.882353 14 4
1039 craved crave 0.089443 2 6 1 14 5
1040 craves crave 0.063246 4 6 1 14 5
1041 crawl crawl 0.36606 2 5 1 5 4
1042 crawled crawl 0.473286 1 7 1 5 5
1043 crawls crawl 0.194936 2 6 1 14 5
1044 craze craze 0.063246 6 5 1 14 4
1045 crazed craze 0.05 2 6 1 14 5
1046 creak creak 0.154919 6 5 0.866667 14 4
1047 creaked creak 0.167332 0 7 1 14 5
1048 creaks creak 0.1 4 6 0.9 14 5
1049 cream cream 0.774597 2 5 1 4 4
1050 creams cream 0.1 2 6 1 13 5
1051 crease crease 0.209762 1 6 0.571429 14 4
1052 creche creche 0.05 0 6 1 14 4
1053 creed creed 0.126491 6 5 1 12 4
1054 creeds creed 0.063246 4 6 1 14 5
1055 creek creek 0.451664 5 5 1 4 4
1056 creeks creek 0.204939 4 6 1 12 5
1057 creel creel 0.05 4 5 1 14 4
1058 creep creep 0.268328 4 5 1 8 4
1059 creeps creep 0.126491 3 6 1 14 5
1060 crepe crepe 0.118322 1 5 1 14 4
1061 crepes crepe 0.05 0 6 1 14 5
1062 crept creep 0.4219 3 5 1 5 5
1063 cress cress 0.05 8 5 1 14 4
1064 crest crest 0.286356 5 5 1 6 5
1065 crests crest 0.219089 3 6 1 12 6
1066 crew crew 0.736206 5 4 0.730769 4 3
1067 crews crew 0.279285 5 5 0.642857 7 4
1068 crib crib 0.109545 1 4 1 13 4
1069 cribs crib 0.063246 2 5 1 14 5
1070 crick crick 0.05 7 5 1 14 4
1071 cried cry 1 6 5 1 2 4
1072 cries cry 0.4219 6 5 1 6 4
1073 crime crime 0.32249 5 5 1 5 4
1074 crimes crime 0.240832 3 6 1 8 5
1075 crimp crimp 0.05 5 5 1 14 5
1076 cringe cringe 0.063246 1 6 1 14 5
1077 cringed cringe 0.05 0 7 0.5 14 6
1078 crisp crisp 0.352136 1 5 1 6 5
1079 croak croak 0.134164 4 5 1 14 4
1080 croaks croak 0.05 4 6 1 14 5
1081 crock crock 0.07746 7 5 1 14 4
1082 crocks crock 0.05 6 6 1 14 5
1083 croft croft 0.05 1 5 1 14 5
1084 crone crone 0.05 5 5 0.888889 14 4
1085 crones crone 0.05 3 6 1 14 5
1086 crook crook 0.184391 4 5 0.833333 14 4
1087 crooks crook 0.05 4 6 0.888889 14 5
1088 croon croon 0.07746 2 5 1 14 4
1089 crooned croon 0.063246 0 7 1 14 5
1090 croons croon 0.05 2 6 1 14 5
1091 crop crop 0.655744 7 4 1 5 4
1092 crops crop 1 7 5 1 4 5
1093 crore crore 0.05 2 5 1 14 4
1094 cross cross 0.997998 6 5 0.909091 3 4
1095 crossed cross 0.69857 0 7 1 3 5
1096 crotch crotch 0.148324 2 6 1 14 5
1097 crouch crouch 0.126491 2 6 0.875 14 4
1098 crouched crouch 0.296648 0 8 0.666667 6 5
1099 croup croup 0.05 1 5 0.8 14 4
1100 crow crow 0.31305 6 4 0.62963 5 3
1101 crowd crowd 0.889944 2 5 1 3 4
1102 crowds crowd 0.397492 1 6 1 5 5
1103 crowed crow 0.161245 0 6 0.75 14 4
1104 crown crown 0.417133 7 5 0.888889 5 4
1105 crowns crown 0.178885 5 6 0.857143 12 5
1106 crows crow 0.293258 9 5 0.684211 14 4
1107 crude crude 0.36606 2 5 1 6 4
1108 cruel cruel 0.43589 1 5 0.666667 5 4
1109 cruise cruise 0.204939 1 6 0.666667 10 4
1110 cruised cruise 0.1 0 7 1 14 5
1111 crumb crumb 0.118322 0 5 1 14 4
1112 crumbs crumb 0.275681 0 6 1 9 5
1113 crunch crunch 0.118322 2 6 1 14 5
1114 cruse cruse 0.05 4 5 0.4 14 4
1115 crush crush 0.214476 4 5 0.8125 7 4
1116 crushed crush 0.382099 2 7 0.857143 5 5
1117 crust crust 0.565685 4 5 1 5 5
1118 crusts crust 0.167332 2 6 1 14 6
1119 crutch crutch 0.161245 3 6 1 14 5
1120 crux crux 0.07746 0 4 1 14 5
1121 cry cry 0.808703 7 3 1 2 3
1122 crypt crypt 0.05 1 5 1 14 5
1123 crypts crypt 0.05 0 6 1 14 6
1124 cub cub 0.325576 15 3 1 11 3
1125 cube cube 0.473286 4 4 0.5 9 3
1126 cubes cube 0.382099 2 5 0.5 12 4
1127 cubs cub 0.252982 16 4 1 7 4
1128 cud cud 0.118322 12 3 1 14 3
1129 cuds cud 0.05 12 4 1 14 4
1130 cue cue 0.126491 9 3 0.222222 12 2
1131 cues cue 0.161245 10 4 0.125 12 3
1132 cuff cuff 0.173205 8 4 1 11 3
1133 cuffs cuff 0.236643 2 5 1 10 4
1134 cull cull 0.05 13 4 0.727273 14 3
1135 cult cult 0.148324 5 4 1 12 4
1136 cults cult 0.07746 2 5 1 14 5
1137 cunt cunt 0.05 9 4 1 14 4
1138 cup cup 0.853229 11 3 1 4 3
1139 cups cup 0.505964 9 4 1 5 4
1140 cur cur 0.063246 10 3 1 14 3
1141 curb curb 0.256905 5 4 1 7 4
1142 curbs curb 0.1 3 5 1 14 5
1143 curd curd 0.118322 9 4 1 14 4
1144 curds curd 0.189737 5 5 1 14 5
1145 cure cure 0.34641 12 4 0.5 5 3
1146 cured cure 0.219089 3 5 0.5 8 4
1147 cures cure 0.141421 8 5 0.5 10 4
1148 curl curl 0.228035 10 4 1 9 4
1149 curled curl 0.382099 4 6 1 5 5
1150 curls curl 0.289828 7 5 1 7 5
1151 curs cur 0.05 14 4 1 14 4
1152 curse curse 0.161245 4 5 1 9 4
1153 cursed curse 0.161245 1 6 1 10 5
1154 curt curt 0.089443 11 4 1 14 4
1155 curve curve 0.589915 2 5 1 5 4
1156 curves curve 0.368782 1 6 1 7 5
1157 cusp cusp 0.05 1 4 1 14 4
1158 cusps cusp 0.05 0 5 1 14 5
1159 cuss cuss 0.063246 11 4 1 14 3
1160 cut cut 1 18 3 0.8125 2 3
1161 cut cut 1 18 3 0.8125 2 3
1162 cute cute 0.232379 8 4 0.285714 14 3
1163 cuts cut 0.542218 15 4 1 6 4
1164 cyst cyst 0.05 3 4 1 14 4
1165 cysts cyst 0.05 2 5 1 14 5
1166 czar czar 0.089443 1 4 0.928571 12 3
1167 czars czar 0.05 1 5 0.916667 14 4
1168 dab dab 0.089443 11 3 1 14 3
1169 dabbed dab 0.05 3 6 1 14 4
1170 dabs dab 0.05 11 4 1 14 4
1171 dace dace 0.05 11 4 1 14 3
1172 dad dad 0.426615 14 3 0.842105 2 3
1173 dads dad 0.05 9 4 0.916667 14 4
1174 daft daft 0.07746 5 4 0.888889 14 4
1175 dale dale 0.1 15 4 1 13 3
1176 dales dale 0.05 12 5 1 14 4
1177 dam dam 0.503984 12 3 1 5 3
1178 dame dame 0.141421 18 4 1 12 3
1179 dames dame 0.05 10 5 1 14 4
1180 damn damn 0.194936 5 4 1 10 3
1181 damned damn 0.194936 1 6 1 11 4
1182 damns damn 0.05 3 5 1 14 4
1183 damp damp 0.471169 10 4 0.933333 4 4
1184 dams dam 0.402492 13 4 1 5 4
1185 dance dance 1 2 5 1 3 4
1186 dane dane 0.05 19 4 1 14 3
1187 danes dane 0.05 13 5 1 10 4
1188 dang dang 0.05 9 4 1 14 4
1189 dank dank 0.118322 10 4 1 14 4
1190 dare dare 0.424264 19 4 0.9 4 3
1191 dared dare 0.368782 4 5 1 5 4
1192 dares dare 0.126491 14 5 0.941176 14 4
1193 dark dark 1 12 4 1 2 4
1194 darn darn 0.134164 10 4 0.8 14 4
1195 darned darn 0.109545 3 6 1 14 5
1196 darns darn 0.05 9 5 1 14 5
1197 dart dart 0.268328 12 4 0.857143 12 4
1198 darts dart 0.268328 8 5 0.8 10 5
1199 dash dash 0.357771 10 4 0.84 5 3
1200 dashed dash 0.462601 3 6 0.769231 5 4
1201 date date 0.634035 16 4 1 4 3
1202 dates date 0.466905 10 5 1 5 4
1203 daub daub 0.05 1 4 1 14 3
1204 daunt daunt 0.05 5 5 1 14 4
1205 daunts daunt 0.05 3 6 1 14 5
1206 dawn dawn 0.562139 7 4 1 4 3
1207 dawns dawn 0.063246 6 5 1 14 4
1208 day day 1 16 3 0.933333 1 2
1209 days day 1 12 4 0.857143 2 3
1210 daze daze 0.126491 13 4 1 14 3
1211 dazed daze 0.173205 4 5 1 11 4
1212 dead dead 1 10 4 0.571429 2 3
1213 deaf deaf 0.32249 6 4 0.333333 5 3
1214 deal deal 0.979796 15 4 1 3 3
1215 deals deal 0.272029 12 5 1 8 4
1216 dealt deal 0.204939 1 5 1 8 4
1217 dean dean 0.089443 9 4 1 12 3
1218 deans dean 0.05 6 5 1 14 4
1219 dear dear 0.943398 17 4 0.722222 3 3
1220 dearth dearth 0.063246 1 6 0.666667 14 4
